单间 | 余家头怡景苑 空调 家具齐全 拎包入住 押一付一,湖北省武汉市洪山光谷常青藤路怡景苑,114.351851,30.617094,860,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-ie3Zu-zxbMBC-lmQPRlmu9x_7k2_EqtKpHQRn2cg5jliO0JWWwePIGhBDtZ1AFs6v1DzCyVLLgQ2OaYFQoyojuZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQRHTdXR8a99v4xrdnV5UwZqApDR5hWRpH8YZE29olTwTouGntpYNl2g&local=158&pubid=41912625&apptype=0&psid=161931000201868563937241280&entinfo=35343131861184_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 1号线藤子岗阳台房出租 精装单间 押一付一直达江汉路,湖北省武汉市江岸百步亭堤边路幸福湾星苑,114.342202,30.671581,900,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-iCM11tFVUtmV5AOt8tyHVMx_7k2_EqtKpTr6yCtPi6ORcWzJZpZzD3oQIXenspoCfLv0fTYsKmxzMWIdRJ4jzwZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQ2wY09oBVABXk0JVLXeLrL6ApDR5hWRpH8YZE29olTwSAr4qxLfeXAw&local=158&pubid=41747733&apptype=0&psid=161931000201868563937241280&entinfo=35321466126267_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 唐家墩 三峡 押一付一 房租月付 能做饭  近地铁,湖北省武汉市江汉唐家墩唐蔡路51号三峡小区,114.272939,30.617963,880,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-gpEROsSk1LAwnqGFKgoSnQx_7k2_EqtKovweePSp3te3Zl7_6uV8Lv9wZ5vFL9FjjQpXyYiXUefR9vBuo8nw5WZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQu5o7CVKNS8NHFqC6XopsNKApDR5hWRpH8YZE29olTwQJwn88PUAPjw&local=158&pubid=41354334&apptype=0&psid=161931000201868563937241280&entinfo=35267107416233_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 光谷新屋熊小区 交通便利的好房靠近地铁站出行便利立减,湖北省武汉市洪山光谷珞雄路6号新屋熊小区,114.406123,30.505192,1160,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-iEbWqF4KisH9OAMf85E-UOx_7k2_EqtKrHixLmb5E5VpkYezccdd8M76gIcbHwYe31DzCyVLLgQ2OaYFQoyojuZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQxLsKAR0IT2tISTOOedlNEqApDR5hWRpH8YZE29olTwTouGntpYNl2g&local=158&pubid=42973267&apptype=0&psid=161931000201868563937241280&entinfo=35453919441090_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 武胜路江山如画汉玺转租 月付 房租月付 交通便利,湖北省武汉市硚口武胜路武胜路江山如画汉玺,114.266606,30.564361,1250,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-i_yaNqvMeh4wCSd-ufDAhzx_7k2_EqtKp363n_S4frlEhoayEOlYhR76gIcbHwYe1M7dSMdU1bF7mQY7leKdhnr-QuiAazy30FNCSqygBCivK4Hv_B4rVWpXXeZrmKbTOvxGU8vpZy5UgnTnuV4ut2oMzJts5psgVBVcw0IUmDyFouVjHO1K_2&local=158&pubid=42514125&apptype=0&psid=161931000201868563937241280&entinfo=35409585190208_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 洪山周边欢乐星城真正的拎包入住 随时看房 不涨价,湖北省武汉市洪山洪山周边欢乐大道欢乐星城,114.383521,30.592244,820,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-grqL-Qc2gH-WtKRDzKryY7x_7k2_EqtKrKCmqNsX97_kxQGxiTdSk2rE2gJv3TDO73RcinNqFhwJzOMkNr3kS6ZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQNBm4OQj8Jw_LS3wbSCCxsKApDR5hWRpH8YZE29olTwRdKihXyraP2g&local=158&pubid=41912135&apptype=0&psid=161931000201868563937241280&entinfo=35343107797451_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 新育社区出版社小区 地处江汉 新华范围内 有飘窗 卧,湖北省武汉市江汉新华路新育村33号新育社区出版社小区,114.276033,30.581393,1040,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-iUCtVKIEK0V9v99YACGEeQx_7k2_EqtKr_Om2Eht8x5buUJGzl5dbd_iA8VADJkM_QpXyYiXUefcl3oc6s5mPfZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQ58OuHOeCfS-D18pKpicMhqApDR5hWRpH8YZE29olTwTdi8xGtFz11Q&local=158&pubid=41747479&apptype=0&psid=161931000201868563937241280&entinfo=35321438337098_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 无隔断 原户型女生合租 可月付 靠菱角湖公园 精装,湖北省武汉市江汉唐家墩菱角湖路沿海菱角湖壹号,114.272007,30.605347,704,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-if8JtHBXrq5Ew5oj0DN1kMx_7k2_EqtKpb94X4e8tWPOMHf1YNirDI76gIcbHwYe3QpXyYiXUefR9vBuo8nw5WZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQiqI9UotwcY-n7Wju5rIuvaApDR5hWRpH8YZE29olTwQJwn88PUAPjw&local=158&pubid=46494397&apptype=0&psid=161931000201868563937241280&entinfo=35844589377870_0&cookie=|||&fzbref=0&key=
单间 | 江汉路豪景名苑立减500 高优惠1488宜家风格装修,湖北省武汉市江岸江汉路胜利街75号豪景名苑,114.294918,30.583418,880,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-hNMt1P85inGiSV0raOmpHqx_7k2_EqtKquDSC47vPHK4sgJBRjoppLoQIXenspoCcoCVnhXRlvmnayiPyJ8f3mZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQI31BNgXjDRks9itzWUK7yKApDR5hWRpH8YZE29olTwTSvxdhSptqTg&local=158&pubid=45857055&apptype=0&psid=161931000201868563937241280&entinfo=35788740034383_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 湖北经济学院 十五中小学 传媒学院 你想要的氛围 都,湖北省武汉市洪山关山鲁磨路338号喻家山庄,114.406697,30.517129,890,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-gas8C0a0g6MxT_1NUKmeBzx_7k2_EqtKq9PsU0J-5Wa7i1H0-7tQfphBDtZ1AFs6v3RcinNqFhwGOaYFQoyojuZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQ-2BN__Us6THjtD3tp9oqRaApDR5hWRpH8YZE29olTwSNYvc_xUxAVA&local=158&pubid=42432730&apptype=0&psid=161931000201868563937241280&entinfo=35400316439752_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 青山周边 武东二村 拎包入住 近地铁 独卫,湖北省武汉市青山青山周边武东路44号附1武东二村,114.459928,30.577937,860,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-geDYU6mAU_VRh-8qDeqreUx_7k2_EqtKowmrvII14hj_aF0kicO7r_hBDtZ1AFs6v1DzCyVLLgQ4vkSBk_8HbPZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQfbMOn3yBFdYNbFJp-t1wzKApDR5hWRpH8YZE29olTwS406vwMoiSfw&local=158&pubid=42229290&apptype=0&psid=161931000201868563937241280&entinfo=35377072461510_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 广埠屯东湖新村小区好房 月付直租 宜家风格装修 随时,湖北省武汉市武昌水果湖八一路东湖村军转小区,114.373644,30.530374,610,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-g55NF3DAU8q5NpxXUzuQaLx_7k2_EqtKrHixLmb5E5VkPGix7Z-kkaoQIXenspoCfQpXyYiXUefW4ugUfNwQOAZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQEMuVs8-4250Yi0EpZ0odw6ApDR5hWRpH8YZE29olTwQOu7QEZqmkxA&local=158&pubid=41275901&apptype=0&psid=161931000201868563937241280&entinfo=35256437834687_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 水果湖中科院水生所宿舍区包宽带保洁 随时看房,湖北省武汉市武昌水果湖东湖南路7号中科院水生所宿舍区,114.358877,30.544881,800,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-ghPzQnwvzPFyD0R8hbd1INx_7k2_EqtKrONplTMyEEIhRDDn5OKz59pM3b6VbDKBfQpXyYiXUefW4ugUfNwQOAZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQ4-HlN3QnYvaNpe1LdKcqzqApDR5hWRpH8YZE29olTwQOu7QEZqmkxA&local=158&pubid=44301387&apptype=0&psid=161931000201868563937241280&entinfo=35608560888128_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 关山精装修 武汉职业技术学院教工宿舍立减500高优惠,湖北省武汉市洪山关山关山一路武汉职业技术学院教工宿舍,114.410391,30.485109,1150,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-jtpVkoT-mr34nDIpRn2RiUx_7k2_EqtKrONplTMyEEIos5Pwi53eG-oQIXenspoCf3RcinNqFhwGOaYFQoyojuZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQqKl0SBY6CgtEbPBSQv9uAqApDR5hWRpH8YZE29olTwSNYvc_xUxAVA&local=158&pubid=44117408&apptype=0&psid=161931000201868563937241280&entinfo=35588724657726_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 王家湾水仙里转租 月付 房租月付 交通便利,湖北省武汉市汉阳王家湾玫瑰街325号水仙里小区,114.201636,30.567336,890,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-h9GKmyzU3yMtLZBW0fN3VXx_7k2_EqtKowmrvII14hj6YKWDcRhPGm_iA8VADJkM_Lv0fTYsKmx5zOMkNr3kS6ZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQMjtipJbgOD0VOw6oWFSzXKApDR5hWRpH8YZE29olTwTcnQpZoucALA&local=158&pubid=41833131&apptype=0&psid=161931000201868563937241280&entinfo=35333013927734_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 升官渡金太阳米兰小镇西区 商圈环绕的好房温馨装修客厅,湖北省武汉市汉阳升官渡芳草一路105号金太阳米兰小镇西区,114.194897,30.526549,940,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-gRyFN7j-LKbtVeK-L4GBtEx_7k2_EqtKr_Om2Eht8x5fmMEMCj9LaW9wZ5vFL9FjjCeFhvahKex---S_i-uVQhr-QuiAazy30FNCSqygBCivK4Hv_B4rVW4Yo9nB2XTwxoxQWbgpTwOkgnTnuV4ut2oMzJts5psgWMOZUSX_ge0VouVjHO1K_2&local=158&pubid=41446232&apptype=0&psid=161931000201868563937241280&entinfo=35278569764659_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 精装修 立减500高优惠1488采光好 南湖时陈家湾,湖北省武汉市洪山陈家湾南湖大道南湖时尚城,114.387323,30.478202,1270,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-g8swGjT0xclIMsaB-jkDbcx_7k2_EqtKpJLGetIZzhX84FvGX-PEh-7bPyKFQTpiH1DzCyVLLgQ3ayiPyJ8f3mZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQC7gmkA8O4YAdVjd6F_TAaKApDR5hWRpH8YZE29olTwT_8nIoOf35xQ&local=158&pubid=46398435&apptype=0&psid=161931000201868563937241280&entinfo=35840520910774_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 月付 包物业 杨家湾地铁站 五环天地 永利国际大厦,湖北省武汉市洪山卓刀泉卓刀泉路27号五环社区,114.380774,30.508225,1050,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-jJ6KgmRaldZwSNZxXqTK5kx_7k2_EqtKpX7XOl_InDB2saM2eNnNq1hBDtZ1AFs6soCVnhXRlvmovkSBk_8HbPZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQ9NDAsteVKyuWuaE1u8XNjaApDR5hWRpH8YZE29olTwSXZurg2i5k1Q&local=158&pubid=46145644&apptype=0&psid=161931000201868563937241280&entinfo=35819530172930_0&cookie=|||&fzbref=0&key=
单间 | 关山 礼尚人家 单间转租立减500高优惠1488有阳,湖北省武汉市洪山关山雄楚大道991号礼尚人家,114.402794,30.498933,1010,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-gDKjvUEnd4F7KRkaLlycgvx_7k2_EqtKp363n_S4frlIY36rVLXvLI_iA8VADJkM_3RcinNqFhwGOaYFQoyojuZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQUY9KUUiK5yF_XlOH-083kKApDR5hWRpH8YZE29olTwSNYvc_xUxAVA&local=158&pubid=43256627&apptype=0&psid=161931000201868563937241280&entinfo=35488086793271_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 积玉桥 武昌区人民法院宿舍 单间转租立减500高优惠,湖北省武汉市武昌积玉桥公平路10号武昌区人民法院宿舍,114.314270,30.556253,870,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-hqwoGVoF3GSWTI_5YC2qBgx_7k2_EqtKowmrvII14hj0E2sRWZGDuIpM3b6VbDKBcuag6VfUrFDovkSBk_8HbPZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQh_-VB1OsDD2N2qkK4bBRB6ApDR5hWRpH8YZE29olTwTzDKQ2baw9Ug&local=158&pubid=42958888&apptype=0&psid=161931000201868563937241280&entinfo=35453399218494_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 古田汉口西园1010面积20.9转租特价 先咨询先得,湖北省武汉市硚口古田南泥湾大道85号汉口西园,114.201560,30.602543,1010,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-hf8nKgXMP9LW60Fa7TsEI0x_7k2_EqtKrKCmqNsX97_qKYq7USolde7bPyKFQTpiFh8XUX2yB7Pbr8pr6REzeXZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQvV_P3VAHpyh41vhRQZPi46ApDR5hWRpH8YZE29olTwTxT01RVCkPWw&local=158&pubid=41927109&apptype=0&psid=161931000201868563937241280&entinfo=35344465599029_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 新世纪花园B区 地处武昌  徐东范围内 有飘窗 卧室,湖北省武汉市武昌徐东团结大道1014号新世纪花园B区,114.355779,30.588409,1210,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-ggAG8lBhONBsceUi539ybOx_7k2_EqtKqMNaHwGZ_5KQYw_YsGi22VGUUBZL3i6bIoCVnhXRlvmm4ugUfNwQOAZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQgkd8MXXHMOd0II4p4oX0L6ApDR5hWRpH8YZE29olTwRxwbfeF0TzjQ&local=158&pubid=45847294&apptype=0&psid=161931000201868563937241280&entinfo=35787988318518_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 珞狮南路电信宿舍包宽带保洁 随时看房,湖北省武汉市洪山珞狮南路珞狮南路8号电信宿舍,114.354101,30.534666,940,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-iTzZq6Ug2OBTw1CRQBOia9x_7k2_EqtKovweePSp3teygeoEDBBW5q9wZ5vFL9Fjj3RcinNqFhwHayiPyJ8f3mZtAUEnEhkw4SI7uq1-dOrXdFoqNyNhGQSVT8psXkkMZFpxhPSBQcyaApDR5hWRpH8YZE29olTwRpTE4Tz8En5w&local=158&pubid=43271693&apptype=0&psid=161931000201868563937241280&entinfo=35488855282481_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 王家湾麒麟极速WIFI 和舍友一起开黑 不坑,湖北省武汉市汉阳七里庙麒麟路麒麟社区,114.226332,30.556670,800,https://jxjump.58.com/service?target=FCADV8oV3os7xtAhI2suhvPnTENA9ln2GBSIlEf2dgEIicZ3Zpk1zEffDjvZrKof8T9H1Etf3gzeNV-gas8C0a0g6M6O6BtXPHvhyx_7k2_EqtKp363n_S4frlGybBSSceIni76gIcbHwYe1M7dSMdU1bF-QkQam8SLXYr-QuiAazy30FNCSqygBCivK4Hv_B4rVWipzHoKCXKaQ5MMI5FqCD4UgnTnuV4ut2oMzJts5psgWB2UqtGpQGBVouVjHO1K_2&local=158&pubid=42432771&apptype=0&psid=161931000201868563937241280&entinfo=35400318471852_0&cookie=|||&fzbref=0&key=&params=rankbusitime0099
单间 | 江汉路地铁口宝丽金广场,湖北省武汉市江汉前进/江汉江汉一路92附3号宝利金中央荣御,114.292986,30.577465,380,https://wh.58.com/hezu/35798093577039x.shtml
整租 | 万松园路三楼月付精装1室1厨1卫有大露台900元每月,湖北省武汉市江汉万松园万松园路170号万松园小区,114.270182,30.590696,900,https://wh.58.com/zufang/35853017169322x.shtml
单间 | 梅苑小区地铁口主卧阳台精装出租 采光好 可以月付,湖北省武汉市武昌丁字桥福安街涂家岭社区安泰苑,114.329452,30.524902,800,https://wh.58.com/hezu/35853158191665x.shtml
